🕘️更新时间,#genre#
☘️湖北频道,#genre#
十堰新闻,http://61.184.94.75:83/hls/stream0.m3u8
十堰新闻,http://61.184.94.75:83/hls/stream0.m3u8
麻城综合,https://video.yscxy.cn:8888/mctv1.m3u8
麻城综合,https://video.yscxy.cn:8888/mctv1.m3u8
荆门新闻综合,http://stream.jmtv.com.cn/xwzh/sd/live.m3u8
荆门新闻综合,http://stream.jmtv.com.cn/xwzh/sd/live.m3u8

☘️广西频道,#genre#
南宁公共,rtmp://hls.nntv.cn/nnlive/GGPD_24
南宁公共,rtmp://hls.nntv.cn/nnlive/GGPD_24
南宁新闻综合,rtmp://tv.qntv.net/channellive/ch1?zguizd

☘️天津频道,#genre#

☘️四川频道,#genre#
名山综合,rtmp://tv.yunxya.com:1937/channellive/mingshan
名山综合,https://m3u8channel-ms.yunxya.com:443/nmip-media/audiolive/audio100580/playlist.m3u8
大竹新闻综合,https://lmt.dazhutv.cn/live1/live1.m3u8
大竹新闻综合,https://lmt.dazhutv.cn/live1/live1.m3u8
威远新闻综合,rtmp://wy-live-pull.thecover.cn/rmtlive/fmzb1710746907096
威远新闻综合,https://wy-live-pull.thecover.cn/rmtlive/fmzb1710746907096.m3u8
威远新闻综合,rtmp://wy-live-pull.thecover.cn/rmtlive/fmzb1710746907096
威远新闻综合,https://wy-live-pull.thecover.cn/rmtlive/fmzb1710746907096.m3u8
宝兴综合,rtmp://tv.yunxya.com:1937/channellive/baoxing
小金综合,rtmp://xjlive.xjxrmt.cn/live/xwpd
平昌新闻综合,http://dcpull.sctvcloud.com/live/9d774482018e1000fec02f9500000000/playlist.m3u8
平昌新闻综合,http://dcpull.sctvcloud.com/live/9d774482018e1000fec02f9500000000/playlist.m3u8
开江新闻综合,https://lmt.kjzx.net:98/live1/live1.m3u8
开江新闻综合,https://lmt.kjzx.net:98/live1/live1.m3u8
德阳新闻综合,https://zb.scdytv.cn/live/xwpd.m3u8
德阳新闻综合,https://zb.scdytv.cn/live/xwpd.m3u8
成都高新电视,https://livepgc.chinamcache.com/pgc/d849e3b837e34409b46124c267a8a1cf.m3u8?auth_key=1719565624-0-0-c80453df5f2edc88776ce766e497b52b
成都高新电视,https://livepgc.chinamcache.com/pgc/d849e3b837e34409b46124c267a8a1cf.m3u8?auth_key=1719565624-0-0-c80453df5f2edc88776ce766e497b52b
旺苍新闻综合,http://channel.wcrmt.cn/nmip-media/channellive/channel105268/playlist.m3u8
旺苍新闻综合,http://channel.wcrmt.cn/nmip-media/channellive/channel105268/playlist.m3u8
旺苍新闻综合,rtmp://tv.wcrmt.cn/channellive/ch1
松潘新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8
松潘新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8
汶川新闻综合,http://live.iwcmt.cn:90/live/zhxw.m3u8
汶川新闻综合,http://live.iwcmt.cn:90/live/zhxw.m3u8
沐川综合,rtmp://tv.mcrm.org.cn:1935/channellive/tv01
沐川综合,rtmp://tv.mcrm.org.cn:1935/channellive/tv01?zsicd
泸县新闻综合,http://lxfile.lxxcb.cn/nmip-media/channellive/channel103799/playlist.m3u8
泸县新闻综合,http://lxfile.lxxcb.cn/nmip-media/channellive/channel103799/playlist.m3u8
石棉综合,rtmp://tv.yunxya.com:1937/channellive/shimian
荥经综合,rtmp://tv.yunxya.com:1937/channellive/yingjing
营山电视台,https://file.ysxtv.cn/nmip-media/channellive/channel101492/playlist.m3u8
营山电视台,https://m3u8channel.ysxtv.cn/nmip-media/channellive/channel101492/playlist.m3u8
营山电视台,https://file.ysxtv.cn/nmip-media/channellive/channel101492/playlist.m3u8
营山电视台,https://m3u8channel.ysxtv.cn/nmip-media/channellive/channel101492/playlist.m3u8
金堂电视台,http://live.jtxwzx.com.cn/jtdst/hd/live.m3u8
金堂电视台,http://p8.vzan.com/slowlive/188010566442385577/live.m3u8
金堂电视台,http://live.jtxwzx.com.cn/jtdst/hd/live.m3u8
金堂电视台,http://p8.vzan.com/slowlive/188010566442385577/live.m3u8
金川新闻综合,rtmp://live.jinchuanrmt.com/live/zhxw
金川新闻综合,rtmp://139.203.180.9/live/zhxw
长宁综合,rtmp://cnpull.sccnfb.com/live/123456

☘️陕西频道,#genre#

☘️福建频道,#genre#
云霄综合,http://live.zzyxxw.com:85/live/xwzh.m3u8
云霄综合,http://live.zzyxxw.com:85/live/xwzh.m3u8
德化新闻综合,https://play.cmptp.fjgdwl.com/live/63a563ec75764af588f3215b0afa2588.m3u8
德化新闻综合,https://play.cmptp.fjgdwl.com/live/63a563ec75764af588f3215b0afa2588.m3u8
晋江电视台,https://live.ijjnews.com/jjtv/sd/live.m3u8
晋江电视台,https://live.ijjnews.com/jjtv/sd/live.m3u8
福州少儿,http://live.zohi.tv/video/s10001-fztv-4/index.m3u8
福州少儿,http://live.zohi.tv/video/s10001-fztv-4/index.m3u8
福州生活,http://live.zohi.tv/video/s10001-fztv-3/index.m3u8
福州生活,http://live.zohi.tv/video/s10001-fztv-3/index.m3u8
福州综合,http://live.zohi.tv/video/s10001-fztv-1/index.m3u8
福州综合,http://live.zohi.tv/video/s10001-fztv-1/index.m3u8

☘️海南频道,#genre#

☘️河南频道,#genre#
义马新闻综合,http://tvpull.dxhmt.cn:9081/tv/11281-1.m3u8
义马新闻综合,http://live.dxhmt.cn:9081/tv/11281-1.m3u8
义马新闻综合,http://tvpull.dxhmt.cn:9081/tv/11281-1.m3u8
义马新闻综合,http://live.dxhmt.cn:9081/tv/11281-1.m3u8
唐河一套,http://tvpull.dxhmt.cn:9081/tv/11328-1.m3u8
唐河一套,http://tvpull.dxhmt.cn:9081/tv/11328-1.m3u8
新乡县电视台,http://tvpull.dxhmt.cn:9081/tv/10721-1.m3u8
新乡县电视台,http://222.85.81.15:6060/PLTV2/2760/index.m3u8
新乡县电视台,http://219.150.217.41:6610/PLTV2/2760/index.m3u8?icpid=dxrm2
新乡县电视台,http://live.dxhmt.cn:9081/tv/10721-1.m3u8
新乡县电视台,http://222.85.81.15:6060/PLTV2/2760/index.m3u8
新乡县电视台,http://tvpull.dxhmt.cn:9081/tv/10721-1.m3u8
新乡县电视台,http://219.150.217.41:6610/PLTV2/2760/index.m3u8?icpid=dxrm2
新乡县电视台,http://live.dxhmt.cn:9081/tv/10721-1.m3u8
新蔡综合,http://tvpull.dxhmt.cn:9081/tv/11729-1.m3u8
新蔡综合,http://tvpull.dxhmt.cn:9081/tv/11729-1.m3u8
泌阳新闻综合,http://tvpull.dxhmt.cn:9081/tv/11726-1.m3u8
泌阳新闻综合,http://tvpull.dxhmt.cn:9081/tv/11726-1.m3u8
渑池新闻综合,http://tvpull.dxhmt.cn:9081/tv/11221-1.m3u8
渑池新闻综合,http://222.85.81.15:6060/PLTV2/3860/index.m3u8
渑池新闻综合,http://219.150.217.41:6610/PLTV2/3860/index.m3u8?icpid=dxrm2
渑池新闻综合,http://222.85.81.15:6060/PLTV2/3860/index.m3u8
渑池新闻综合,http://tvpull.dxhmt.cn:9081/tv/11221-1.m3u8
渑池新闻综合,http://219.150.217.41:6610/PLTV2/3860/index.m3u8?icpid=dxrm2
温县综合,http://tvpull.dxhmt.cn:9081/tv/10825-1.m3u8
温县综合,http://tvpull.dxhmt.cn:9081/tv/10825-1.m3u8
禹州综合,http://tvpull.dxhmt.cn:9081/tv/11081-1.m3u8
禹州综合,http://tvpull.dxhmt.cn:9081/tv/11081-1.m3u8
郸城新闻综合,http://tvpull.dxhmt.cn:9081/tv/11625-1.m3u8
郸城新闻综合,http://tvpull.dxhmt.cn:9081/tv/11625-1.m3u8
项城新闻,http://tvpull.dxhmt.cn:9081/tv/11681-1.m3u8
项城新闻,http://222.85.81.15:6060/PLTV2/2660/index.m3u8
项城新闻,http://219.150.217.41:6610/PLTV2/2660/index.m3u8?icpid=dxrm2
项城新闻,http://222.85.81.15:6060/PLTV2/2660/index.m3u8
项城新闻,http://219.150.217.41:6610/PLTV2/2660/index.m3u8?icpid=dxrm2
项城新闻,http://tvpull.dxhmt.cn:9081/tv/11681-1.m3u8
邓州新闻,http://tvpull.dxhmt.cn:9081/tv/11381-1.m3u8
邓州新闻,http://222.85.81.15:6060/PLTV2/2720/index.m3u8
邓州新闻,http://219.150.217.41:6610/PLTV2/2720/index.m3u8?icpid=dxrm2
邓州新闻,http://222.85.81.15:6060/PLTV2/2720/index.m3u8
邓州新闻,http://219.150.217.41:6610/PLTV2/2720/index.m3u8?icpid=dxrm2
邓州新闻,http://tvpull.dxhmt.cn:9081/tv/11381-1.m3u8
许昌农业科教,http://222.85.81.15:6060/PLTV2/2160/index.m3u8
许昌农业科教,http://219.150.217.41:6610/PLTV2/2160/index.m3u8?icpid=dxrm2
许昌农业科教,http://222.85.81.15:6060/PLTV2/2160/index.m3u8
许昌农业科教,http://219.150.217.41:6610/PLTV2/2160/index.m3u8?icpid=dxrm2
荥阳综合,http://tvpull.dxhmt.cn:9081/tv/10182-1.m3u8
荥阳综合,http://tvpull.dxhmt.cn:9081/tv/10182-1.m3u8
灵宝新闻综合,http://tvpull.dxhmt.cn:9081/tv/11282-1.m3u8
灵宝新闻综合,http://tvpull.dxhmt.cn:9081/tv/11282-1.m3u8
滑县新闻,http://tvpull.dxhmt.cn:9081/tv/10526-1.m3u8
滑县新闻,http://tvpull.dxhmt.cn:9081/tv/10526-1.m3u8
济源电视一套,http://tvpull.dxhmt.cn:9081/tv/19001-1.m3u8
济源电视一套,http://222.85.81.15:6060/PLTV2/2580/index.m3u8
济源电视一套,http://219.150.217.41:6610/PLTV2/2580/index.m3u8?icpid=dxrm2
济源电视一套,http://222.85.81.15:6060/PLTV2/2580/index.m3u8
济源电视一套,http://219.150.217.41:6610/PLTV2/2580/index.m3u8?icpid=dxrm2
济源电视一套,http://tvpull.dxhmt.cn:9081/tv/19001-1.m3u8
河南都市,http://222.85.81.15:6060/PLTV1/600/index.m3u8
河南都市,http://219.150.217.41:6610/PLTV1/600/index.m3u8?icpid=dxrm1
河南都市,http://222.85.81.15:6060/PLTV1/600/index.m3u8
河南都市,http://219.150.217.41:6610/PLTV1/600/index.m3u8?icpid=dxrm1
河南民生,http://222.85.81.15:6060/PLTV1/620/index.m3u8
河南民生,http://219.150.217.41:6610/PLTV1/620/index.m3u8?icpid=dxrm1
河南民生,http://222.85.81.15:6060/PLTV1/620/index.m3u8
河南民生,http://219.150.217.41:6610/PLTV1/620/index.m3u8?icpid=dxrm1
沁阳新闻综合,http://tvpull.dxhmt.cn:9081/tv/10882-1.m3u8
沁阳新闻综合,http://tvpull.dxhmt.cn:9081/tv/10882-1.m3u8
方城一套,http://tvpull.dxhmt.cn:9081/tv/11322-1.m3u8
方城一套,http://tvpull.dxhmt.cn:9081/tv/11322-1.m3u8
新野综合,http://tvpull.dxhmt.cn:9081/tv/11329-1.m3u8
新野综合,http://tvpull.dxhmt.cn:9081/tv/11329-1.m3u8
新安新闻综合,http://tvpull.dxhmt.cn:9081/tv/10323-1.m3u8
新安新闻综合,http://tvpull.dxhmt.cn:9081/tv/10323-1.m3u8
开封新闻综合,http://219.150.217.41:6610/PLTV1/1800/index.m3u8?icpid=dxrm1
开封新闻综合,http://219.150.217.41:6610/PLTV1/1800/index.m3u8?icpid=dxrm1
开封文化旅游,http://222.85.81.15:6060/PLTV1/1820/index.m3u8
开封文化旅游,http://219.150.217.41:6610/PLTV1/1820/index.m3u8?icpid=dxrm1
开封文化旅游,http://222.85.81.15:6060/PLTV1/1820/index.m3u8
开封文化旅游,http://219.150.217.41:6610/PLTV1/1820/index.m3u8?icpid=dxrm1
嵩县综合新闻,http://tvpull.dxhmt.cn:9081/tv/10325-1.m3u8
嵩县综合新闻,http://tvpull.dxhmt.cn:9081/tv/10325-1.m3u8
周口新闻综合,http://222.85.81.15:6060/PLTV2/2320/index.m3u8
周口新闻综合,http://219.150.217.41:6610/PLTV2/2320/index.m3u8?icpid=dxrm2
周口新闻综合,http://222.85.81.15:6060/PLTV2/2320/index.m3u8
周口新闻综合,http://219.150.217.41:6610/PLTV2/2320/index.m3u8?icpid=dxrm2

☘️河北频道,#genre#
邯郸科技教育,https://jwcdnqx.hebyun.com.cn/live/hdkj/1500k/tzwj_video.m3u8
邯郸科技教育,https://jwcdnqx.hebyun.com.cn/live/hdkj/1500k/tzwj_video.m3u8
河北都市,https://radio.pull.hebtv.com/live/hebnczx.m3u8
任丘综合,https://jwcdnqx.hebyun.com.cn/live/rqtv1/1500k/tzwj_video.m3u8
清河经济综艺,https://jwcdnqx.hebyun.com.cn/live/qinghe1/1500k/tzwj_video.m3u8

☘️贵州频道,#genre#

☘️甘肃频道,#genre#
临夏市电视台,http://124.152.34.102:8030/wCMq71/wCMq71_0.m3u8
临夏市电视台,http://124.152.34.102:8030/wCMq71/wCMq71_0.m3u8
张掖新闻综合,rtmp://play.kankanlive.com/live/1720583434627241
张掖新闻综合,rtmp://play.kankanlive.com/live/1720583434627241
白银文化教育,rtmp://play.kankanlive.com/live/1720408280309109
白银文化教育,rtmp://play.kankanlive.com/live/1720408280309109
白银综合,http://play.kankanlive.com/live/1720408089419110.m3u8
白银综合,https://play.kankanlive.com/live/1720408089419110.flv

☘️新疆频道,#genre#
哈密一套,https://tvpull.hmgbtv.com/hmtv/channel9cd66b3d5d258b2b/playlist.m3u8
哈密一套,https://tvpull.hmgbtv.com/hmtv/channel9cd66b3d5d258b2b/playlist.m3u8
哈密二套,https://tvpull.hmgbtv.com/hmtv/channel108259412c6a6711.flv
哈密二套,https://tvpull.hmgbtv.com/hmtv/channel108259412c6a6711.flv
哈密三套,https://tvpull.hmgbtv.com/hmtv/channelfb0e5c505477aa44.flv
哈密三套,https://tvpull.hmgbtv.com/hmtv/channelfb0e5c505477aa44.flv
新疆卫视,http://219.150.217.41:6610/PLTV1/1620/index.m3u8?icpid=dxrm1
新疆卫视,http://219.150.217.41:6610/PLTV1/1620/index.m3u8?icpid=dxrm1
巴音郭楞州,rtmp://tv.loulannews.cn/channellive/ch1
石河子教育,rtmp://124.88.144.73:1935/live/jiaoyu

☘️山东频道,#genre#
山东教育,http://39.107.69.13/609154353
山东教育,http://39.107.69.13/609154353
滨州新闻综合,https://lmt.binzhouw.com:8443/live/909446c1cd66.m3u8
滨州新闻综合,https://lmt.binzhouw.com:8443/live/909446c1cd66.m3u8
烟台新闻综合,http://live.yantaitv.cn/live/212803c257394d429606a0815d20e3ce/710c510f5a5441cb8fc062e2dd3e1a76.m3u8
烟台新闻综合,http://live.yantaitv.cn/live/212803c257394d429606a0815d20e3ce/710c510f5a5441cb8fc062e2dd3e1a76.m3u8

☘️山西频道,#genre#
定襄综合,http://lbyzztfe.live.sxmty.com/live/hls/645ff4c60e0a49f0a203abbd73dd8be9/0720e665f10f48e98c9639f4f492fb4a-1.m3u8
定襄综合,http://lbyzztfe.live.sxmty.com/live/hls/645ff4c60e0a49f0a203abbd73dd8be9/0720e665f10f48e98c9639f4f492fb4a-1.m3u8
武乡新闻综合,http://uzoiczhh.live.sxmty.com/live/hls/0d41f1480c4042d49927858f01fde707/53130407737b417b9a6259b57246bae3.m3u8
武乡新闻综合,http://uzoiczhh.live.sxmty.com/live/hls/0d41f1480c4042d49927858f01fde707/53130407737b417b9a6259b57246bae3.m3u8
襄汾综合,http://7sycrzf7.live.sxmty.com/live/hls/da9222d15ce7491d85fe3519e5201df5/af161dfd2a434b22b3b75fdd72fb9038-1.m3u8
襄汾综合,http://7sycrzf7.live.sxmty.com/live/hls/da9222d15ce7491d85fe3519e5201df5/af161dfd2a434b22b3b75fdd72fb9038-1.m3u8

☘️安徽频道,#genre#
祁门综合,rtmp://tv.qmxrmt.com/chan/ch1
祁门综合,rtmp://tv.qmxrmt.com/chan/ch1?zanhd
潜山新闻综合,http://60.171.171.101:8278/rtmp_export/video22.m3u8
潜山新闻综合,http://60.171.171.101:8278/rtmp_export/video22.m3u8
淮南新闻综合,https://ahlive.ahwanyun.cn/live/8f025f302a3441f4b5a45ad4f06b42cb/hls.m3u8
淮南新闻综合,https://ahlive.ahwanyun.cn/live/8f025f302a3441f4b5a45ad4f06b42cb/hls.m3u8
宿州新闻综合,rtmp://live.ahsz.tv/video/s10001-szzh
宿州新闻综合,rtmp://live.ahsz.tv/video/s10001-szzh

☘️宁夏频道,#genre#

☘️吉林频道,#genre#

☘️内蒙古频道,#genre#

☘️云南频道,#genre#
丘北电视台,https://zb-live.ynurl.com/qiubei/87f0d417-e3c0-4f0d-b930-74ab3f8d7176.m3u8
丘北电视台,https://zb-live.ynurl.com/qiubei/87f0d417-e3c0-4f0d-b930-74ab3f8d7176.m3u8
广南电视台,https://zb-live.ynurl.com/guangnan/31407c0a-ec07-4b5f-8a89-c26fbcc1fcf9.m3u8
广南电视台,https://zb-live.ynurl.com/guangnan/31407c0a-ec07-4b5f-8a89-c26fbcc1fcf9.m3u8
文山州新闻综合,https://hwapi.yntv.net/ew265l/29vf20.m3u8
文山州新闻综合,https://m3u8.channel.wsrtv.com.cn/nmip-media/channellive/channel103390/playlist.m3u8
文山州新闻综合,https://hwapi.yntv.net/ew265l/29vf20.m3u8
文山州新闻综合,https://m3u8.channel.wsrtv.com.cn/nmip-media/channellive/channel103390/playlist.m3u8
普洱新闻综合,https://zhibo.puerw.cn/puer/c752b300-602c-4083-8c5e-f6bb97b58f2d.m3u8
普洱新闻综合,https://zhibo.puerw.cn/puer/c752b300-602c-4083-8c5e-f6bb97b58f2d.m3u8
江川综合,https://zb-live.ynurl.com/jiangchuan/ad8dc86f-f35a-4203-85f0-dfd0eef52d18.m3u8
江川综合,https://zb-live.ynurl.com/jiangchuan/ad8dc86f-f35a-4203-85f0-dfd0eef52d18.m3u8
红河州新闻综合,https://live.hh.cn/hhtv1/index.m3u8
红河州新闻综合,https://live.hh.cn/hhtv1/index.m3u8
芒市综合,https://zb-live.ynurl.com/mangshi/0fa89a84-37b5-4de4-8b92-63b19634c213.m3u8
芒市综合,https://zb-live.ynurl.com/mangshi/0fa89a84-37b5-4de4-8b92-63b19634c213.m3u8
麻栗坡电视台,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel18/playlist.m3u8
麻栗坡电视台,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel18/playlist.m3u8

☘️青海频道,#genre#
西宁新闻综合,https://liveout.xntv.tv/a65jur/96iln2.m3u8
西宁新闻综合,https://liveout.xntv.tv/a65jur/96iln2.m3u8
西宁生活服务,https://liveout.xntv.tv/a65jur/90p2i1.m3u8

☘️黑龙江频道,#genre#
哈尔滨新闻综合,rtmp://masterpull.hljtv.com/live/sPvVy8Ju
哈尔滨新闻综合,rtmp://masterpull.hljtv.com/live/sPvVy8Ju
七台河新闻综合,rtmp://masterpull.hljtv.com/live/9FZ7k2XF
七台河新闻综合,rtmp://masterpull.hljtv.com/live/9FZ7k2XF

🌊港·澳·台,#genre#
明珠台,http://cdn6.163189.xyz/163189/mzt
明珠台,http://cdn6.163189.xyz/163189/mzt
凤凰中文,http://cdn6.163189.xyz/163189/fhzw
凤凰中文,http://cdn6.163189.xyz/163189/fhzw
凤凰资讯,http://cdn6.163189.xyz/163189/fhzx
凤凰资讯,http://cdn6.163189.xyz/163189/fhzx
凤凰香港,http://cdn6.163189.xyz/163189/fhhk
凤凰香港,http://cdn6.163189.xyz/163189/fhhk
纬来体育,https://hls.yjjcfw.com/live/vl.m3u8?hwSecret=a178494b87c38031e7e98326903144e0318b5644546928bbdc37cc873de72828&hwTime=69CDF99F
纬来体育,https://hls.yjjcfw.com/live/vl.m3u8?hwSecret=a178494b87c38031e7e98326903144e0318b5644546928bbdc37cc873de72828&hwTime=69CDF99F
纬来育乐,rtmp://9hv9.mine.nu/sat/tv701
纬来育乐,rtmp://60.248.77.83/sat/tv701
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
纬来育乐,rtmp://116.93.98.236/sat/tv701.flv
无线新闻,http://cdn6.163189.xyz/163189/wxxw
无线新闻,http://cdn6.163189.xyz/163189/wxxw
东森电影,http://iptv.4666888.xyz/iptv2A.php?id=48
东森电影,http://iptv.4666888.xyz/iptv2A.php?id=48

🎬电影频道,#genre#
CHC家庭影院,http://iptvapi.zqdl.org/migu.php
CHC家庭影院,http://39.107.69.13/644368373
CHC家庭影院,http://39.107.69.13/644368373
CHC动作电影,http://iptvapi.zqdl.org/migu.php
CHC动作电影,http://39.107.69.13/644368714
CHC动作电影,http://39.107.69.13/644368714
纬来电影,http://67.220.67.246:2347/livehttpplay?channel_id=20199
纬来电影,http://67.220.67.246:2347/livehttpplay?channel_id=20199
天映经典,https://o11.163189.xyz/stream/live/ccm/
天映经典,https://o11.163189.xyz/stream/live/ccm/
东森电影,http://iptv.4666888.xyz/iptv2A.php?id=48
东森电影,http://iptv.4666888.xyz/iptv2A.php?id=48

🎥咪咕直播,#genre#

🏀体育频道,#genre#
CCTV-5,http://iptvapi.zqdl.org/migu.php
CCTV-5,http://39.107.69.13/641886683
CCTV-5,http://219.150.217.41:6610/PLTV1/120/index.m3u8?icpid=dxrm1
CCTV-5,http://39.107.69.13/641886683
CCTV-5,http://219.150.217.41:6610/PLTV1/120/index.m3u8?icpid=dxrm1
CCTV-5+,http://iptvapi.zqdl.org/migu.php
CCTV-5+,http://39.107.69.13/641886773
CCTV-5+,http://219.150.217.41:6610/PLTV1/380/index.m3u8?icpid=dxrm1
CCTV-5+,http://39.107.69.13/641886773
CCTV-5+,http://219.150.217.41:6610/PLTV1/380/index.m3u8?icpid=dxrm1
纬来体育,https://hls.yjjcfw.com/live/vl.m3u8?hwSecret=a178494b87c38031e7e98326903144e0318b5644546928bbdc37cc873de72828&hwTime=69CDF99F
纬来体育,https://hls.yjjcfw.com/live/vl.m3u8?hwSecret=a178494b87c38031e7e98326903144e0318b5644546928bbdc37cc873de72828&hwTime=69CDF99F
快乐垂钓,http://39.107.69.13/961930263
快乐垂钓,http://39.107.69.13/961930263

🪁动画频道,#genre#
新动漫,http://39.107.69.13/961930269
新动漫,http://39.107.69.13/961930269
优漫卡通,http://iptvapi.zqdl.org/migu.php
浙江少儿,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江少儿,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8

🎮游戏频道,#genre#

🎵音乐频道,#genre#
CCTV-15,http://iptvapi.zqdl.org/migu.php
CCTV-15,http://39.107.69.13/673168223
CCTV-15,http://219.150.217.41:6610/PLTV1/320/index.m3u8?icpid=dxrm1
CCTV-15,http://39.107.69.13/673168223
CCTV-15,http://219.150.217.41:6610/PLTV1/320/index.m3u8?icpid=dxrm1
音乐之声,http://a.live.hnradio.com/yypd/radio120k_yypd.m3u8?auth_key=1588751172-0-0-d97b858279c1c86650172b9913ea4af2

🏛经典剧场,#genre#
